train_best_fitness,val_map50,val_map50_95,val_precision,val_recall,test_map50,test_map50_95,test_precision,test_recall
0.8555475659770725,0.9784148093803313,0.8416268412988623,0.7790634090481785,0.9728033472803348,0.9293482446955147,0.7325782222087325,0.9712552247325463,0.849624060150376
